open_time,open,high,low,close,volume
2025-01-11 21:00:00,94586.12,95050.94,94575.75,94940.76,818.05763
2025-01-11 22:00:00,94940.75,95005.0,94561.0,94593.8,532.69589
2025-01-11 23:00:00,94593.8,94753.37,94541.66,94599.99,231.83722
2025-01-12 00:00:00,94599.99,94655.22,94422.13,94452.07,320.75584
2025-01-12 01:00:00,94452.08,94589.46,94296.99,94580.0,300.67295
2025-01-12 02:00:00,94580.0,94670.0,94480.58,94625.25,152.15196
2025-01-12 03:00:00,94625.25,94699.0,94418.56,94622.4,210.90464
2025-01-12 04:00:00,94622.4,94650.0,94500.0,94587.99,132.27266
2025-01-12 05:00:00,94587.99,94627.8,94500.0,94571.43,92.53877
2025-01-12 06:00:00,94571.43,94616.0,94357.14,94381.78,163.50382
2025-01-12 07:00:00,94381.78,94441.42,94274.01,94323.85,166.86151
2025-01-12 08:00:00,94323.85,94393.57,94109.0,94170.01,255.91064
2025-01-12 09:00:00,94170.01,94222.41,93711.19,93906.22,541.72205
2025-01-12 10:00:00,93906.21,94056.04,93836.51,94015.16,438.14049
2025-01-12 11:00:00,94015.17,94348.64,94015.16,94255.1,306.5477
2025-01-12 12:00:00,94255.1,94600.0,94173.48,94328.2,414.09702
2025-01-12 13:00:00,94328.21,94730.04,94303.03,94663.78,602.3054
2025-01-12 14:00:00,94663.77,94994.49,94663.77,94811.0,444.18254
2025-01-12 15:00:00,94811.0,95450.1,94675.54,95071.9,667.55246
2025-01-12 16:00:00,95071.91,95131.05,94791.43,95046.76,269.9185
2025-01-12 17:00:00,95046.76,95271.56,94984.36,95139.45,320.98582
2025-01-12 18:00:00,95139.46,95314.12,94916.0,94992.64,222.20274
2025-01-12 19:00:00,94992.65,95055.93,94578.54,94650.26,508.48683
2025-01-12 20:00:00,94650.26,94800.0,94612.0,94687.69,183.55526
2025-01-12 21:00:00,94687.69,94727.28,94302.9,94352.7,336.21071
2025-01-12 22:00:00,94352.7,94362.92,93800.0,93962.91,831.05211
2025-01-12 23:00:00,93962.91,94563.82,93946.96,94545.06,724.3338
2025-01-13 00:00:00,94545.07,95940.0,94463.32,95325.43,1259.9846
2025-01-13 01:00:00,95325.43,95400.0,94081.38,94218.01,1000.51032
2025-01-13 02:00:00,94218.01,94500.0,93899.99,94217.43,622.98595
2025-01-13 03:00:00,94217.43,94408.17,93972.54,94269.23,603.07676
2025-01-13 04:00:00,94269.23,94913.03,94202.76,94503.34,505.1076
2025-01-13 05:00:00,94503.34,94543.28,94045.45,94181.37,415.64412
2025-01-13 06:00:00,94181.37,94327.35,93281.0,93637.37,1071.58867
2025-01-13 07:00:00,93637.38,93947.3,93469.2,93590.24,659.49821
2025-01-13 08:00:00,93590.24,93661.55,92904.35,93039.1,1106.31398
2025-01-13 09:00:00,93039.11,93195.99,92644.11,92846.79,1308.31575
2025-01-13 10:00:00,92846.79,92889.06,91372.17,91644.96,3461.57932
2025-01-13 11:00:00,91644.96,91776.04,90833.12,90851.22,4194.4353
2025-01-13 12:00:00,90851.23,91350.0,90300.0,90732.0,3847.56478
2025-01-13 13:00:00,90732.0,91780.0,90583.24,91131.41,2635.60842
2025-01-13 14:00:00,91131.41,92300.0,89256.69,91833.03,6291.9394
2025-01-13 15:00:00,91833.03,93100.0,91570.0,92123.75,2993.71459
2025-01-13 16:00:00,92123.75,92289.07,91250.0,91343.2,1967.4709
2025-01-13 17:00:00,91343.21,92300.0,91250.0,91983.96,1292.83794
2025-01-13 18:00:00,91983.96,92405.39,91593.85,92077.65,1146.24803
2025-01-13 19:00:00,92077.65,92534.1,91600.0,92312.18,1190.5701
2025-01-13 20:00:00,92312.18,93783.12,91908.2,93575.53,1763.2631
2025-01-13 21:00:00,93575.53,94472.0,93401.84,94193.49,1762.73089
2025-01-13 22:00:00,94193.49,94727.15,94152.0,94399.98,918.81918
2025-01-13 23:00:00,94399.99,94612.7,94164.77,94536.1,599.75632
2025-01-14 00:00:00,94536.11,94880.0,94346.22,94470.77,1089.7963
2025-01-14 01:00:00,94470.76,95041.17,94462.59,94834.5,793.93418
2025-01-14 02:00:00,94834.5,95280.8,94749.57,94882.65,861.15357
2025-01-14 03:00:00,94882.65,95112.61,94828.46,94861.4,558.39973
2025-01-14 04:00:00,94861.39,95149.32,94830.25,95119.19,552.62213
2025-01-14 05:00:00,95119.18,95464.71,94861.39,94916.08,680.63696
2025-01-14 06:00:00,94916.08,95031.94,94753.42,95031.94,528.839
2025-01-14 07:00:00,95031.93,95168.6,94838.56,94864.0,596.66211
2025-01-14 08:00:00,94863.99,95819.7,94860.11,95488.5,1555.26872
2025-01-14 09:00:00,95488.51,97371.0,95469.51,97159.44,2720.04616
2025-01-14 10:00:00,97159.43,97194.26,96579.31,96697.08,1394.49961
2025-01-14 11:00:00,96686.09,96687.15,96336.92,96548.04,826.01262
2025-01-14 12:00:00,96548.04,96700.0,95972.58,95988.0,1369.94574
2025-01-14 13:00:00,95988.01,97263.02,95748.93,96336.0,2544.05682
2025-01-14 14:00:00,96336.0,97265.48,96029.73,96293.6,2135.64365
2025-01-14 15:00:00,96293.61,96974.82,96184.02,96471.65,2344.68602
2025-01-14 16:00:00,96471.65,96471.66,95351.76,95745.43,2219.24732
2025-01-14 17:00:00,95745.42,96550.46,95584.83,96527.96,1050.49264
2025-01-14 18:00:00,96527.96,96958.97,96290.85,96777.8,996.63205
2025-01-14 19:00:00,96777.79,97088.57,96466.03,96537.8,868.21053
2025-01-14 20:00:00,96537.23,96921.13,96152.31,96505.04,1031.11214
2025-01-14 21:00:00,96505.98,96678.18,96315.38,96486.09,561.54114
2025-01-14 22:00:00,96486.1,96741.95,96450.0,96691.91,310.63288
2025-01-14 23:00:00,96691.91,96780.02,96500.49,96560.86,256.54551
2025-01-15 00:00:00,96560.85,97332.52,96500.0,96889.36,998.94002
2025-01-15 01:00:00,96889.36,97554.63,96789.38,97349.62,1002.14317
2025-01-15 02:00:00,97349.61,97464.8,96746.71,96824.06,647.36377
2025-01-15 03:00:00,96824.06,97324.0,96751.47,97317.12,641.52255
2025-01-15 04:00:00,97317.12,97724.96,97072.7,97189.71,1125.98732
2025-01-15 05:00:00,97189.71,97242.29,96750.0,97029.97,809.66839
2025-01-15 06:00:00,97029.97,97147.95,96851.5,97105.48,457.24837
2025-01-15 07:00:00,97105.48,97600.31,97105.47,97301.35,666.95451
2025-01-15 08:00:00,97301.35,97524.0,97153.48,97202.26,776.88371
2025-01-15 09:00:00,97202.27,97366.11,96766.57,96816.47,775.71962
2025-01-15 10:00:00,96816.47,97136.28,96721.39,96933.59,487.37338
2025-01-15 11:00:00,96933.59,96942.37,96521.0,96762.18,622.72697
2025-01-15 12:00:00,96762.19,97194.35,96539.77,96942.93,648.07612
2025-01-15 13:00:00,96942.92,99073.39,96852.38,98964.0,4849.23407
2025-01-15 14:00:00,98963.99,99499.0,98613.99,99434.41,3178.76457
2025-01-15 15:00:00,99434.8,99799.98,98964.71,98992.42,2902.87621
2025-01-15 16:00:00,98992.42,99479.53,98888.98,98995.58,1407.98268
2025-01-15 17:00:00,98995.58,99335.91,98602.05,98645.65,1091.04433
2025-01-15 18:00:00,98645.65,99483.87,98645.65,99446.14,800.99381
2025-01-15 19:00:00,99446.15,99990.0,99297.41,99844.9,1737.79895
2025-01-15 20:00:00,99844.91,100681.94,99460.8,99566.4,2464.6468
2025-01-15 21:00:00,99566.34,99876.4,99476.16,99672.0,809.22859
2025-01-15 22:00:00,99671.99,99838.28,99564.0,99713.46,534.55121
2025-01-15 23:00:00,99713.45,100510.05,99632.73,100497.35,1072.26267
2025-01-16 00:00:00,100497.35,100866.66,99658.78,99869.26,2043.88616
2025-01-16 01:00:00,99869.26,100200.0,99814.91,100082.35,980.69271
2025-01-16 02:00:00,100082.35,100112.0,99471.48,99637.77,872.45982
2025-01-16 03:00:00,99637.78,99848.0,99170.0,99478.03,867.7148
2025-01-16 04:00:00,99478.04,99698.7,99478.03,99610.0,463.39979
2025-01-16 05:00:00,99610.0,99613.99,99355.23,99382.11,404.77978
2025-01-16 06:00:00,99382.11,99921.86,99322.19,99801.23,700.10006
2025-01-16 07:00:00,99801.22,99850.0,99650.33,99799.99,403.57875
2025-01-16 08:00:00,99800.0,99820.0,98617.55,98955.8,1465.06662
2025-01-16 09:00:00,98955.81,99315.0,98649.41,99152.93,1255.33253
2025-01-16 10:00:00,99152.93,99405.74,99122.07,99214.25,459.21815
2025-01-16 11:00:00,99214.26,99333.24,98699.99,99158.71,1044.87874
2025-01-16 12:00:00,99158.7,99517.93,98886.95,99392.09,860.82336
2025-01-16 13:00:00,99392.09,99461.93,98777.87,99084.04,1485.77569
2025-01-16 14:00:00,99084.05,99424.96,97489.74,97618.89,3024.8646
2025-01-16 15:00:00,97618.88,99299.0,97335.13,99296.17,2581.46637
2025-01-16 16:00:00,99296.17,99873.37,99079.05,99346.39,2045.2289
2025-01-16 17:00:00,99346.39,100361.54,99178.3,99838.54,1379.66956
2025-01-16 18:00:00,99838.55,100070.8,99260.45,99584.24,909.60548
2025-01-16 19:00:00,99584.23,100448.72,99408.0,100417.2,1011.21215
2025-01-16 20:00:00,100417.2,100641.99,100256.85,100343.99,1507.69777
2025-01-16 21:00:00,100344.0,100399.33,99717.6,100156.98,861.9209
2025-01-16 22:00:00,100156.98,100156.98,99377.0,99838.25,543.57901
2025-01-16 23:00:00,99838.25,100115.87,99746.0,99987.3,659.90147
2025-01-17 00:00:00,99987.3,100434.96,99950.77,100120.58,733.49266
2025-01-17 01:00:00,100120.58,101833.28,100050.0,101659.8,3129.03705
2025-01-17 02:00:00,101659.8,102148.13,100780.54,101100.0,2269.38304
2025-01-17 03:00:00,101100.0,101271.74,100943.77,101051.73,759.63139
2025-01-17 04:00:00,101051.73,101490.78,100952.1,101481.29,685.45637
2025-01-17 05:00:00,101481.28,101782.02,101301.4,101334.05,905.85684
2025-01-17 06:00:00,101334.06,101586.96,101302.6,101408.99,413.87668
2025-01-17 07:00:00,101409.0,101899.49,101401.0,101440.5,1193.29541
2025-01-17 08:00:00,101440.51,102220.14,101439.77,102136.01,1964.78851
2025-01-17 09:00:00,102136.0,102288.0,101743.19,101861.26,1177.21807
2025-01-17 10:00:00,101861.26,102581.45,101794.14,102321.53,1549.58944
2025-01-17 11:00:00,102321.54,102443.5,102082.64,102250.9,667.45861
2025-01-17 16:56:23.584877,102250.9,102250.9,102250.9,102250.9,0.0
2025-01-17 16:57:23.953335,102258.74,102258.74,102258.74,102258.74,0.0
2025-01-17 16:58:24.361422,102245.53,102245.53,102245.53,102245.53,0.0
2025-01-17 16:59:24.727405,102280.0,102280.0,102280.0,102280.0,0.0
2025-01-17 17:00:25.097813,102252.34,102252.34,102252.34,102252.34,0.0
2025-01-17 17:01:25.457177,102221.47,102221.47,102221.47,102221.47,0.0
2025-01-17 17:02:25.817984,102280.0,102280.0,102280.0,102280.0,0.0
2025-01-17 17:03:26.179804,102217.19,102217.19,102217.19,102217.19,0.0
